file,audio_kmeans_lables,label,text,id
cocowine0205-20250806233029-1583100049473544,2,Upbeat Electronic,"(1) Upbeat, fast-paced electronic pop background music plays throughout. A female voice speaks with high energy and an enthusiastic tone. (2) A male voice is heard off-screen, interacting playfully with the female speaker, creating a conversational and humorous atmosphere. (3) Sounds of environmental chatter and the two women reacting to the food with sounds of enjoyment (e.g., 'Mmm') and excited speech are layered over the continuous upbeat BGM.",cocowine0205
cocowine0205-20250805210251-1341374321358066,2,Upbeat Electronic,"(1) A high-energy, fast-paced male voice starts by shouting the video title and a call to action. (2) Upbeat, high-BPM electronic background music plays continuously. (3) The male narrator maintains a rapid-fire delivery throughout the video, reading the brand name, product name, and the specific discount/price for every single item shown on screen. (4) Very low-level ambient store noise is occasionally audible underneath the music and narration.",cocowine0205
cocowine0205-20260108013530-2013765459218817,2,Upbeat Electronic,"(1) Upbeat, energetic electronic background music with a fast tempo starts immediately and continues throughout the video. (2) A male voice speaks enthusiastically and rapidly, announcing product names and specific discount prices in Mandarin, synchronized with each visual cut. (3) Faint ambient warehouse noise is heard in the background, including the low hum of a large space and muffled sounds of movement, though mostly masked by the music and narration.",cocowine0205
cocowine0205-20250729233505-1299540855388098,2,Upbeat Electronic,"(1) Fast-paced, upbeat electronic pop music begins immediately with a high-pitched, enthusiastic female voice speaking in Mandarin. Ambient store chatter is faintly audible in the background. (2) The music continues as a clear, professional male voiceover takes over, narrating the unboxing process with an energetic tone; sounds of plastic packaging being opened and objects being placed on a table are heard. (3) During the cooking phase, sound effects of bubbling water and the clinking of a heavy pot lid are prominent. (4) The final phase features the two women making satisfied eating sounds and brief verbal exclamations of delight over the background music and occasional cartoon-style 'ding' sound effects for emphasis.",cocowine0205
cocowine0205-20250806161531-1427150791672413,2,Upbeat Electronic,"(1) Upbeat, high-tempo electronic pop music starts immediately and remains consistent throughout the video. (2) Two female voices speak in Mandarin with an energetic and enthusiastic tone, supplemented by a male narrator's voice providing descriptive details about the product. (3) Crisp sound effects (SFX) such as 'dings', 'shaking' (the sound of beads in the bottle), and 'swooshes' are synchronized with scene transitions and text pop-ups. (4) The audio concludes with a final energetic slogan spoken by both women.",cocowine0205
cocowine0205-20250804173052-1405712077694952,2,Upbeat Electronic,"(1) Upbeat, cheerful, and mid-tempo electronic background music starts immediately. A female voice speaks with a high-pitched, excited, and friendly tone, introducing the product. (2) A second female voice joins in, creating a conversational and lively atmosphere. They discuss the price and the physical sensation of the product. The BGM remains consistent in the background. (3) Occasional subtle sound effects (SFX) like light 'dings' or 'pops' accompany some of the text overlays. Ambient warehouse noise is kept at a very low, almost imperceptible level. (4) The music and the two female voices continue until the end of the video, maintaining a high energy level.",cocowine0205
cocowine0205-20250811215503-1738536107109388,2,Upbeat Electronic,"(1) An energetic male voiceover begins immediately, welcoming viewers to the 'Costco Weekly Special Report' over a bright, upbeat electronic pop background track. (2) As the product montage begins, the narrator rapidly recites the name of each product and its discounted price in a rhythmic, professional tone. The background music remains constant and energetic. (3) The narration continues without pause, maintaining a high-energy delivery that matches the fast visual cuts. Only the narrator's voice and the background music are audible; ambient warehouse noise is virtually nonexistent.",cocowine0205
cocowine0205-20250823155509-920405300535618,2,Upbeat Electronic,"(1) High-energy female vocals enter immediately, speaking quickly and excitedly about the 'stir 100 times' challenge. Background music is upbeat, fast-tempo electronic pop. (2) The audio shifts to a descriptive tone as the female narrator explains the price per cup and the convenience of 3-minute microwaving, over muffled ambient warehouse sounds. (3) Sound effects of vigorous stirring 'shshsh' are prominent. (4) A second female voice joins in, and both women engage in a rhythmic dialogue, using words like 'QQ' to describe the chewiness. The BGM maintains a steady, happy rhythm throughout.",cocowine0205
cocowine0205-20250816004508-1540814060313864,2,Upbeat Electronic,"(1) Upbeat and fast-paced electronic pop music starts immediately. A female voice speaks in Mandarin with a high-pitched, energetic, and excited tone. (2) As the visuals shift to the food stations, the music remains consistent while the vocal continues at a rapid pace. Muffled background clatter and low ambient chatter from a restaurant setting are audible. (3) The vocal remains dominant through the phone booking and on-site tips. (4) The music reaches a crescendo as the speaker's voice becomes even more enthusiastic during the call to action.",cocowine0205
cocowine0205-20250816013505-967065459087244,2,Upbeat Electronic,"(1) High-energy, upbeat electronic background music plays throughout. A female voice speaks with a high-pitched, excited tone, introducing the Costco product as part of a 'heresy' series. Faint supermarket ambient hum is heard in the background. (2) The vocal tone remains energetic as the speakers describe the ingredients (strawberries, pork floss, mascarpone). Frequent use of 'ding' and 'pop' sound effects coincides with text appearing on screen. (3) The music maintains a fast tempo as the women conclude their review with enthusiastic recommendations, their voices overlapping in excitement.",cocowine0205
cocowine0205-20250815132510-1648171903026040,2,Upbeat Electronic,"(1) High-energy, upbeat electronic background music starts immediately with a high-pitched, excited female voice speaking Mandarin. Ambient warehouse noise is faintly heard. (2) Frequent 'ding' and 'pop' sound effects emphasize key points in the speech. (3) The vocal track continues with two female voices interacting in a friendly tone as they describe the drink recipe. Sound of liquid pouring is audible.",cocowine0205
cocowine0205-20250816185506-1420006862563227,2,Upbeat Electronic,"(1) High-energy, fast-paced electronic background music plays. Two female voices talk simultaneously with high-pitched, excited tones. (2) Sounds of rustling bags and a brief male voice saying 'Thank you' in Mandarin are heard. (3) The music maintains a steady upbeat tempo as the main speaker describes the flavors. (4) Frequent sound effects (SFX) such as 'dings', 'pops', and cartoonish boings emphasize specific reactions and text appearances. (5) The speaker's voice remains the dominant audio layer, characterized by clear articulation and enthusiastic inflections.",cocowine0205
cocowine0205-20250824225043-1418437126222270,2,Upbeat Electronic,"(1) High-energy, upbeat electronic background music starts immediately. A male voice introduces the segment with a friendly, rapid-fire greeting: '好市多每週特價速報，記得追踪我們哦'. (2) As each product appears, the male narrator quickly reads out the product name and its sale price in a rhythmic, professional tone. (3) The audio consists of a continuous stream of vocal information layered over the persistent, high-tempo BGM. No ambient store noise or specific SFX are audible over the studio-quality voiceover and music.",cocowine0205
cocowine0205-20250826124506-1431030542017008,2,Upbeat Electronic,"(1) Fast-paced, upbeat electronic background music begins immediately with a high-pitched, energetic female voice speaking rapidly in Mandarin. (2) High-frequency sound effects (SFX) like 'dings' and 'pops' punctuate the speech as text appears on screen. (3) The soundscape becomes more crowded as a second female voice joins in, laughing and exclaiming loudly; the BGM maintains a consistent high tempo throughout.",cocowine0205
cocowine0205-20250906164506-1963089287930744,2,Upbeat Electronic,"(1) High-energy female voices speak excitedly over an upbeat, fast-paced electronic background track. (2) A male narrator's voice joins, describing the store's opening and specific product prices, accompanied by 'ding' and 'whoosh' sound effects when prices are shown. (3) The background music remains constant and energetic, while the speakers maintain a fast, enthusiastic pace throughout the product showcases. (4) Ambient noise from the store environment is minimal but occasionally detectable during pauses in narration.",cocowine0205
cocowine0205-20250823154508-815765688219645,2,Upbeat Electronic,"(1) Fast-paced, upbeat electronic background music begins. A woman speaks in a high-pitched, excited tone about finding a specific product at a warehouse store. (2) A man's voice enters, sounding supportive and adding details about the product's availability and quality. (3) Ambient noise from the warehouse is faintly audible in the background. (4) Distinct clinking sound effects are heard as the eggshells are tapped together, and 'pop' sound effects coincide with text appearing on screen.",cocowine0205
cocowine0205-20250827230312-877536488460301,2,Upbeat Electronic,"(1) An energetic and fast-talking male voice-over begins immediately, announcing the Costco weekly special report and encouraging viewers to follow. The background music is upbeat, fast-paced electronic pop. (2) Throughout the video, the narrator rapidly lists product names and their discounted prices in sync with the visual changes. The tone is consistently enthusiastic and promotional. (3) Ambient warehouse noise is virtually non-existent, replaced entirely by the studio-recorded narration and music. (4) The music maintains a constant high tempo until the video cuts off.",cocowine0205
cocowine0205-20250828184506-2067629580840137,2,Upbeat Electronic,"(1) 0:00-0:20: Upbeat, high-tempo pop background music starts. A high-pitched, energetic female voice speaks rapidly. Faint ambient warehouse hum is audible. (2) 0:21-0:31: Music continues at a steady pace. Sound of two women laughing together. Specific SFX of foil crinkling and a 'snip' sound when scissors cut the chocolate are present. (3) 0:32-1:28: Continuous dialogue between two female speakers. One is more talkative and descriptive (energetic tone), while the other provides occasional reactions and agreement. The background music maintains a cheerful atmosphere. Occasional 'ding' or soft pop sound effects accompany text pop-ups.",cocowine0205
cocowine0205-20250827225508-1448639393335730,2,Upbeat Electronic,"(1) Upbeat and high-tempo electronic background music starts immediately. A female voice speaks with a very high-pitched, enthusiastic, and rapid tone. (2) Occasional sound effects like 'pops' are heard as text overlays appear. (3) The background contains a faint hum of a supermarket environment. (4) The energetic speech and rhythmic music continue until the end without breaks.",cocowine0205
cocowine0205-20250831150507-928535356332664,2,Upbeat Electronic,"(1) High-energy, upbeat electronic background music begins. A female voice speaks with a high-pitched, excited tone, introducing the product. (2) Sound of a plastic container being opened is heard, followed by the rhythmic sizzling of rice in a hot pan. The music continues at a steady tempo. (3) The sound of a metal tin being shaken (pepper salt) is heard over the sizzling. (4) The sizzling fades out, and the music volume lowers slightly. Two female voices are heard in a conversational, enthusiastic dialogue. Clinking of spoons against plates occurs occasionally.",cocowine0205
cocowine0205-20250901203310-1482273650156920,2,Upbeat Electronic,"(1) A high-pitched, enthusiastic male voice begins narrating immediately about a sale at Costco. (2) Upbeat, fast-tempo background music starts and continues throughout the video. (3) The male narrator describes the specific discount (48 dollars off) and the versatility of the spreads (for pasta or risotto). (4) Faint ambient noise of a busy supermarket and shopping carts can be heard in the background.",cocowine0205
cocowine0205-20250902173507-943093014723240,2,Upbeat Electronic,"(1) An upbeat, high-tempo electronic pop track begins immediately. A high-pitched, energetic female voice speaks in Mandarin, introducing the product with an excited tone. (2) During the cooking sequence, the sound of sizzling oil and a wok spatula clinking are clearly audible over the background music. (3) As the women taste the food, their voices sound friendly and appreciative, with 'Mmm' sounds and enthusiastic talking, while the upbeat music continues at a steady volume.",cocowine0205
cocowine0205-20250902133900-1561405808309589,2,Upbeat Electronic,"(1) Fast-paced, upbeat electronic background music with a steady beat starts immediately. (2) A male voice begins an energetic narration, rapidly listing product names and their corresponding sale prices in Mandarin Chinese. (3) The audio maintains this high-energy combination of music and voiceover throughout the entire duration, with no significant ambient noise or pauses. (4) The music and narration cut off abruptly at the end of the video.",cocowine0205
cocowine0205-20250904151507-1323134719419605,2,Upbeat Electronic,"(1) High-energy, upbeat electronic pop music starts playing at a moderate volume. A high-pitched, enthusiastic female voice begins speaking in a friendly tone. (2) The same female voice continues talking, occasionally laughing. The music maintains a constant tempo. Faint ambient warehouse noise and shuffling are heard in the background. (3) The primary female voice continues, and a second, lower-pitched female voice briefly speaks off-camera, followed by a short laugh from the main speaker as the music fades out.",cocowine0205
cocowine0205-20250905232509-27137858119136482,2,Upbeat Electronic,"(1) The audio begins with a high-pitched, enthusiastic female voice speaking quickly over upbeat, rhythmic electronic background music. (2) A male narrator's voice provides supplementary information about the price and quantity, creating a dialogue-like interaction with the on-screen host. (3) As the women taste the pizza, the audio includes more emphatic vocal tones and brief pauses for emphasis on specific keywords like 'sweet'. (4) The background music remains consistent in tempo and volume until the video concludes with a closing statement from the host.",cocowine0205
cocowine0205-20250910235315-1455287069559402,2,Upbeat Electronic,"(1) High-energy electronic background music with a steady, upbeat tempo starts immediately. (2) A male voice speaks rapidly and continuously, announcing the name of each product and its discounted price in Mandarin Chinese. The vocal delivery is energetic and promotional. (3) The audio remains consistent throughout, with the music maintaining the pace behind the dominant vocal track. (4) There is no detectable ambient store noise or sound effects, suggesting a post-produced studio voiceover.",cocowine0205
cocowine0205-20250917130937-1442346010899010,2,Upbeat Electronic,"(1) High-energy female vocals open the video with an enthusiastic tone, expressing joy at finding a long-sought product. Upbeat, fast-tempo electronic background music starts simultaneously. (2) The vocal remains fast-paced and friendly, explaining the preparation steps and brand details. (3) Light sound effects (dinging sounds) are used to punctuate text appearances. (4) As the tasting begins, satisfied vocalizations and shorter, high-pitched exclamations of 'Good!' are heard alongside the music. (5) The music stays consistent until the end, where the vocals reach a peak of recommendation.",cocowine0205
cocowine0205-20250921093506-1311876624111138,2,Upbeat Electronic,"(1) Fast-paced, upbeat electronic background music begins immediately and continues throughout the video. (2) A male narrator speaks with an energetic and rhythmic tone, announcing the product names and their discounted prices in sync with the visual transitions. (3) Occasional ambient sounds of a retail environment, like distant chatter or cart movements, are faintly audible under the music and vocals.",cocowine0205
cocowine0205-20250926193508-1545577389882678,2,Upbeat Electronic,"(1) Upbeat, high-tempo electronic background music starts immediately. A high-pitched, enthusiastic female voice speaks in Mandarin Chinese, introducing a product. (2) Occasional sound effects like 'dings' and 'pop' noises occur in sync with text overlays. (3) The audio shifts to include a calm, steady male voiceover providing instructions, while the music continues at a consistent volume. (4) Ambient kitchen sounds are audible, including the rustling of paper and the soft thud of a knife against a cutting surface. (5) During the tasting segment, the women are heard making 'mmm' and 'wow' sounds, indicating enjoyment. (6) The video concludes with the male narrator's voice over the final upbeat music track.",cocowine0205
cocowine0205-20250923215510-926635173171981,2,Upbeat Electronic,"(1) Upbeat, high-tempo pop music starts immediately. Two high-pitched, excited female voices introduce a pet-friendly location. (2) The soundscape remains dominated by the energetic BGM and continuous narration detailing the villa's features like the pool and Guishan Island view. (3) Occasional sound effects like camera shutter clicks and water splashing are heard. (4) During the KTV segment, muffled singing and reverb effects are audible. (5) The final phase features a conversational tone between the two women with the music volume lowering slightly before ending.",cocowine0205
cocowine0205-20250929110746-1695715211451972,2,Upbeat Electronic,"(1) Fast-paced, upbeat electronic background music begins. An energetic male voiceover introduces the Costco weekly specials. (2) As the visuals cut rapidly between products, the male voice maintains a high-speed narration, calling out the name of each product and its discounted price in sync with the visual changes. Digital 'ping' sound effects accompany the appearance of price text. (3) The energetic narration and BGM continue consistently until the very end, concluding with a final price callout.",cocowine0205
cocowine0205-20250926151507-907564905507600,2,Upbeat Electronic,"(1) High-energy, upbeat electronic background music starts immediately. A female voice speaks in a fast-paced, high-pitched, and enthusiastic tone in Mandarin. (2) The narrator's voice remains constant and cheerful, detailing the price and the contents of the gift set (plush toy, blanket, and pouch). (3) The sound of the warehouse environment is mostly filtered out, though subtle ambient echoes of a large space are present. (4) The music and narration maintain their tempo until the end, concluding with a final recommendation.",cocowine0205
cocowine0205-20250928142505-890493623765536,2,Upbeat Electronic,"(1) A high-pitched female voice begins speaking in Mandarin with an enthusiastic, inviting tone; upbeat, bouncy electronic background music begins simultaneously. (2) The voice continues at a steady pace as she explains the features of the product, with occasional ambient rustling of the cardboard boxes heard. (3) The music maintains its tempo as the speaker's volume increases slightly when announcing the price and quantity, concluding with a direct question to the audience.",cocowine0205
cocowine0205-20251108213113-2801853710206485,2,Upbeat Electronic,"(1) High-energy, upbeat background music with a fast tempo starts immediately and persists throughout the video. (2) A male narrator provides continuous, rapid-fire commentary in Mandarin, naming each product and its discounted price. (3) The audio is professionally mixed, with the narration clearly layered over the background track. (4) No significant ambient store noise or sound effects are present, maintaining a studio-like quality.",cocowine0205
cocowine0205-20251006224824-1399853948027855,2,Upbeat Electronic,"(1) An upbeat, high-tempo electronic background music track begins immediately and plays continuously. (2) A male narrator speaks rapidly in Mandarin, announcing each product's name and its discounted price in synchronization with the visual cuts. (3) No ambient store noise is audible; the audio consists entirely of a clean studio-recorded vocal track layered over the music.",cocowine0205
cocowine0205-20251016205812-1676558803779321,2,Upbeat Electronic,"(1) The audio begins with upbeat, high-tempo pop music featuring synthesized melodies and a strong beat. (2) Two female voices speak in Mandarin with high-pitched, enthusiastic tones, discussing the product's features and price. (3) Occasional bright, cartoonish sound effects (swooshes and dings) are used to emphasize transitions and text overlays. (4) The background music remains constant and energetic throughout the video, ending with a final enthusiastic verbal sign-off from the speakers.",cocowine0205
cocowine0205-20251013170505-1758500212221784,2,Upbeat Electronic,"(1) Upbeat, energetic electronic background music begins immediately alongside a female voice speaking Mandarin Chinese with high enthusiasm. (2) The music maintains a constant tempo as the woman describes the product's benefits, such as being non-alcoholic and dentist-recommended. (3) Light 'pop' and 'whoosh' sound effects are heard occasionally as text graphics appear on screen, with the vocal remaining dominant until the end.",cocowine0205
cocowine0205-20251015164507-1441924620720238,2,Upbeat Electronic,"(1) Fast-paced, upbeat pop-style background music begins immediately. A high-pitched, energetic female voice speaks in Mandarin, sounding very excited and enthusiastic. (2) The music continues at a steady volume as the primary speaker describes the product details, mentioning prices and comparing them to Disney store prices. A second female voice is heard briefly in the background, sounding supportive and equally excited. (3) The audio remains consistent with the upbeat BGM and the main speaker's rapid, friendly narration until the end, concluding with a lighthearted suggestion for Halloween usage.",cocowine0205
cocowine0205-20251020144217-1795619057800426,2,Upbeat Electronic,"(1) An energetic, upbeat electronic BGM with a fast tempo plays continuously. (2) A male narrator speaks with a high-pitched, excited tone, rapidly listing the names of products and their discounted prices as they appear on screen. (3) Occasional faint ambient warehouse noise and movement sounds are heard between the rapid-fire narration. (4) The audio maintains a consistent high-energy production style until the end.",cocowine0205
cocowine0205-20251022005506-1484992436324513,2,Upbeat Electronic,"(1) An enthusiastic female voice speaking Mandarin begins immediately, accompanied by upbeat, rhythmic electronic background music. (2) The narration remains fast-paced and high-energy as it describes the product's price, size, and washability. (3) Subtle ambient noise typical of a large warehouse retail space can be heard under the music and vocals. (4) The audio concludes with a final enthusiastic call to action as the music continues until the end.",cocowine0205
cocowine0205-20251021213506-1191830279491127,2,Upbeat Electronic,"(1) Upbeat, fast-tempo electronic pop music starts immediately. Two female voices speak in high-pitched, excited Mandarin tones. (2) One woman's voice becomes more prominent as she explains price points, while the background music maintains a consistent, energetic beat. (3) The voices overlap slightly with expressions of excitement and agreement, ending with an enthusiastic call to action as the music fades.",cocowine0205
cocowine0205-20251020175506-950449497662257,2,Upbeat Electronic,"(1) A fast-paced, upbeat electronic pop track serves as the background music. A male narrator's voice, energetic and high-pitched, introduces the product in Mandarin. Ambient warehouse chatter and the distant hum of a crowd are audible. (2) As the scene transitions home, the narration becomes more focused on descriptive details of the taste. Sound effects (SFX) like a 'ding' for emphasis and a crisp 'crunch' sound when the chocolate is bitten are added. (3) The music maintains its high tempo through the tasting and review phase, concluding with a final upbeat flourish as they recommend the product.",cocowine0205
cocowine0205-20251021151507-2839871299692292,2,Upbeat Electronic,"(1) Upbeat, high-tempo electronic pop music plays throughout. A young woman's voice is heard speaking in an excited, high-pitched tone, accompanied by the muffled ambient hum of a warehouse store. (2) A male narrator's voice joins, delivering a high-energy commentary with a professional yet enthusiastic tone. (3) Frequent sound effects (SFX) like 'pops', 'dings', and 'sparkle' sounds occur whenever text or stickers appear on the screen. (4) The ambient noise shifts from a busy store to a quiet indoor environment as the scene transitions to the home setting.",cocowine0205
cocowine0205-20251024060427-1596042944956994,2,Upbeat Electronic,"(1) Fast-paced, upbeat electronic background music plays throughout the entire video. (2) A male voiceover speaks very rapidly in Mandarin Chinese, announcing the name of each product as it appears on screen, along with its discounted price. (3) The tone of the voiceover is high-pitched, excited, and rhythmic, matching the fast cuts of the visual. (4) Subtle ambient noise from the warehouse environment, such as the low hum of refrigeration units, can be heard in the background behind the music and vocals.",cocowine0205
cocowine0205-20251024212507-1219559817001453,2,Upbeat Electronic,"(1) Upbeat, fast-paced electronic background music begins. A female voice excitedly introduces the snack and mentions its availability at Costco. (2) A male voice-over joins, providing a detailed description of the product's ingredients, such as raisins marinated in liquor, and the quality of the pastry. (3) Occasional 'crunching' sound effects are synced with the presenter's eating actions, and 'chime' SFX accompany the appearance of highlight text. (4) The music remains consistent in tempo as the female voice summarizes her positive experience.",cocowine0205
cocowine0205-20251028003538-950096387367965,2,Upbeat Electronic,"(1) Fast-paced, upbeat electronic pop music starts immediately and continues throughout the video. (2) A female narrator speaks in an enthusiastic, high-pitched, and fast-paced Mandarin voice, introducing the product and its benefits. (3) Sound effects including a 'chinking' sound of beads being poured and a cartoonish 'bling' sound are heard during product demonstration. (4) The background music remains consistent in volume, while the narration becomes more persuasive toward the end.",cocowine0205
cocowine0205-20251101235509-1489274746136221,2,Upbeat Electronic,"(1) Upbeat, fast-paced electronic background music plays throughout. A female voice (onscreen) introduces the product with an excited, high-pitched tone. (2) An off-screen male voice provides additional commentary, discussing the value and the change in pork quality compared to previous years. (3) A sound effect of a pot lid opening followed by a subtle steam-hissing sound is heard as the food is revealed. (4) The audio concludes with both women exclaiming 'delicious' in Mandarin and making rhythmic clapping sounds to emphasize their satisfaction.",cocowine0205
cocowine0205-20251102234111-883260221378972,2,Upbeat Electronic,"(1) High-energy, upbeat electronic background music begins immediately and continues throughout the entire video. (2) A male narrator with a fast-paced, enthusiastic tone speaks throughout, reading the name of each product and its discounted price in synchronization with the visual cuts. (3) The recording is clean, with the voiceover being much louder than any possible ambient noise, suggesting a studio-recorded narration over field footage. (4) Subtle sound effects like 'pings' or 'whooshes' might accompany the text transitions.",cocowine0205
cocowine0205-20251031132507-3440440726131447,2,Upbeat Electronic,"(1) Fast-paced, upbeat electronic pop music begins. A high-pitched, energetic female voice provides narration, speaking rapidly about a find at Costco. (2) The music continues as the narration explains the price breakdown and the weight of the product (1200g). (3) The sound of a heavy ceramic lid being lifted creates a distinct 'clink' and 'thud', followed by the sound of liquid simmering. (4) The narrator describes the flavor profile, mentioning it is savory and warm, while the background music maintains a constant high-energy tempo until the end.",cocowine0205
cocowine0205-20251102174506-906216115713657,2,Upbeat Electronic,"(1) High-energy, upbeat electronic background music plays throughout. A female voice shouts excitedly in Mandarin, synchronized with a 'thud' sound effect as she hits her head on the shelf. (2) The primary female speaker narrates in a fast-paced, high-pitched, and enthusiastic tone, providing price and quantity details. (3) A second female voice enters during the indoor scene; the two engage in a lively dialogue about the taste, texture, and spiciness of the curry. (4) The soundscape is dominated by these vocals and the consistent BGM, with occasional clinking sounds from the spoon against the plate.",cocowine0205
cocowine0205-20251108023505-1421455029050351,2,Upbeat Electronic,"(1) Upbeat, high-tempo pop music starts immediately. A high-pitched, energetic female voice speaks rapidly, introducing the new taro product at Costco. Ambient warehouse chatter and distant cart noises are heard faintly. (2) A deeper male voice enters the conversation off-camera, interacting with the woman and suggesting cooking methods like steaming. (3) The audio quality transitions to a clearer home recording as the woman describes the fragrance and texture of the cooked taro. Sound effects (SFX) like 'popping' or 'bling' sounds accompany the appearance of text overlays. (4) The woman's voice remains the dominant sound as she describes the 'betel nut taro' flavor and the綿密 (smooth/dense) texture until the end.",cocowine0205
cocowine0205-20251109173709-943964314719940,2,Upbeat Electronic,"(1) Upbeat, high-tempo pop background music begins immediately. A young woman's voice speaks in an energetic and high-pitched tone, introducing a new 4-pack roasted chicken leg product at a store. (2) The music continues at a steady volume as the dialogue shifts to a detailed review of the product's price, quantity, and taste. Occasional cartoon-style sound effects (SFX) like bells and sparkle sounds are heard coinciding with on-screen text highlights. (3) The audio remains consistent as the two women discuss the food while eating, with the music fading slightly under their dialogue.",cocowine0205
cocowine0205-20251128004507-1380049250472155,2,Upbeat Electronic,"(1) A female voice speaks enthusiastically in Traditional Chinese with an upbeat background music track featuring a steady electronic beat. Subtle ambient noise from a busy supermarket is present. (2) A male voice-over enters, providing descriptive details about the product's weight and price in a professional yet friendly tone. Short sound effects like 'pings' are used to highlight key points. (3) The audio shifts to a mix of two female voices reacting to the food with sounds of enjoyment and rhythmic chatting. The male voice-over continues to provide commentary on the quality and origin of the salmon. The music remains consistent in tempo throughout.",cocowine0205
cocowine0205-20251117194508-1476946217095431,2,Upbeat Electronic,"(1) High-energy, upbeat electronic pop music starts immediately and continues throughout. (2) A female voice speaks in an enthusiastic, high-pitched tone, introducing the product and comparing prices. (3) Short sound effects (pop/chime) occur when text overlays or price tags appear. (4) The audio transitions to two female voices during the taste test, expressing delight with 'Mmm' sounds and verbal praise. (5) Background ambient noise of a busy store is faintly heard in the first half.",cocowine0205
cocowine0205-20251115211505-887659427509213,2,Upbeat Electronic,"(1) High-pitched, energetic female vocals speak in Mandarin over a light, upbeat electronic background track. Slight ambient hum from a large public space is present. (2) The music continues at a steady tempo while a second female voice joins in, adding sounds of agreement like 'Mmm' and 'Wow'. (3) Brief 'ting' and 'sparkle' sound effects occur during food close-ups, alongside the muffled sound of plastic packaging. (4) The primary female voice maintains a high speech density, concluding with an enthusiastic recommendation as the music fades.",cocowine0205
cocowine0205-20251118210510-1190334529841429,2,Upbeat Electronic,"(1) High-energy electronic background music starts immediately with a fast tempo. Two female voices are heard speaking excitedly in Mandarin, with a third male voice providing a steady narrative overview. (2) Sound effects such as 'pops', 'dings', and 'sparkle' noises are layered over the voices during product reveals. (3) The sound of rustling paper and plastic as boxes are opened is audible. (4) The women's voices reach a peak of excitement and high pitch when the rare item is discovered. (5) The music continues at a consistent volume and pace until the video cuts off.",cocowine0205
cocowine0205-20251211195142-4342576159346543,2,Upbeat Electronic,"(1) High-energy, upbeat electronic background music starts immediately. A male voice speaks very rapidly and enthusiastically, introducing the 'Costco Weekly Sale Report' and telling viewers to follow for updates. (2) The male narrator continues to announce the names of various products and their discounted prices in a high-pitched, rhythmic tone that matches the speed of the visual cuts. There is minimal ambient noise, as the voice and music are the primary focus. (3) The narration and upbeat BGM maintain a consistent, fast tempo throughout the entire duration, creating a sense of urgency and excitement for the deals described.",cocowine0205
cocowine0205-20251122230506-2092117331581728,2,Upbeat Electronic,"(1) Upbeat, fast-paced background music starts with a high-pitched, energetic female voice singing a jingle 'Beihai, Beihai' repeatedly. (2) A female voice begins speaking clearly and enthusiastically about a new flavor, followed by a male voice providing specific price and weight details. (3) The music maintains a constant tempo with occasional 'ding' sound effects (SFX) as text appears. (4) The female voice asks a concluding question with a friendly tone as the music fades.",cocowine0205
cocowine0205-20251211195100-1306466994872276,2,Upbeat Electronic,"(1) Upbeat, fast-paced electronic pop music starts and continues throughout the video. A high-pitched, excited female voice speaks in Mandarin, announcing that the Snoopy blankets are back in stock. (2) The voice continues listing colors: yellow, white, green, and blue. Background warehouse ambient noise is very low. (3) The speaker's tone remains enthusiastic as she highlights the green and blue versions as rare finds. (4) The vocal speed remains fast as she mentions the price and gives a call to action to buy quickly.",cocowine0205
cocowine0205-20251124215509-4231750450432451,2,Upbeat Electronic,"(1) Fast-paced, high-energy electronic background music begins. A male narrator's voice, energetic and high-pitched, starts speaking in Mandarin, introducing a guide to Costco's Black Friday deals. (2) The music maintains a constant upbeat rhythm. The narrator lists categories of discounted items, such as food and daily necessities, with each category corresponding to visual changes. (3) The narration transitions into 'Strategy' segments (1 through 5), explaining how to identify the best price tags and which limited items to secure. (4) Subtle ambient warehouse sounds and the rattle of a shopping cart are occasionally audible under the music and voiceover. (5) The video concludes with the narrator providing a final summary and a call to action, accompanied by a final musical crescendo.",cocowine0205
cocowine0205-20251125130201-932046059187661,2,Upbeat Electronic,"(1) High-energy, upbeat electronic pop music starts immediately with sparkly sound effects and a high-pitched ding. (2) A female voice speaks in an enthusiastic and rapid tone, inviting the audience. (3) The background music remains continuous while a male voice enters, sounding like a professional photographer giving instructions. (4) Periodic 'click' sound effects simulate a camera shutter during the scanning phase, accompanied by short 'swish' transitions. (5) The female vocals become more expressive during the unboxing, featuring gasps and high-pitched exclamations of delight. (6) The music maintains a steady, bouncy rhythm until the very end, where it fades out after a final celebratory chime.",cocowine0205
cocowine0205-20251127225507-4367812873503673,2,Upbeat Electronic,"(1) Fast-paced, upbeat electronic background music starts immediately. A high-energy, professional male voiceover narrates the entire video in Mandarin. (2) Sound effects such as 'swish' and 'pop' are synced with the appearance of text overlays. (3) The narrator's tone remains consistently excited as he describes the price and quantity. (4) Subtle ambient sounds of liquid pouring and ice clinking are audible during the preparation scenes. (5) The music continues at a steady, high BPM until the end of the video.",cocowine0205
cocowine0205-20251203183216-4279247559004746,2,Upbeat Electronic,"(1) A female voice speaks rapidly and enthusiastically in Mandarin about a Black Friday deal. Upbeat, high-tempo electronic pop music plays in the background. (2) The narrator continues her description over ambient warehouse noises, including distant footsteps and faint store hum. (3) A second, off-screen female voice makes brief exclamations of surprise. (4) The music maintains a constant volume and pace until the video cuts off.",cocowine0205
