,file,id,date_time,dur,media_id,visual_kmeans_lables,visual_kmeans_center_dis,visual_text
1009,cocowine0205-20250415014854-911135341894458,cocowine0205,2025-04-15 01:48:54,74.45,911135341894458.0,1,0.5438715867445735,"(1) The video begins inside a Costco warehouse store. A woman with long dark hair, wearing a white long-sleeved shirt and a black vest, stands in front of a refrigerated shelf holding two large black bags of clam chowder. The lighting is bright and industrial, and product price tags are clearly visible. (2) The scene transitions to a close-up of a white, creamy soup with chunks of clams and potatoes being stirred in a metal pot with a black ladle in a kitchen setting. The lighting shifts to a warmer, domestic style. (3) The scene moves to an indoor living room where the woman, now wearing a teal turtleneck, sits at a wooden table tasting the soup from a yellow bowl with a yellow spoon. The background includes a brown couch and shelves with various items. She uses animated hand gestures and smiles. (4) In the final segment, two women sit together at the table, addressing the camera and demonstrating the product's consistency and pairing it with bread. The setting remains the same indoor living room."
1010,cocowine0205-20250716170054-2364847440681608,cocowine0205,2025-07-16 17:00:54,56.43,2364847440681608.0,1,0.5519261970382641,"(1) The video begins in a Costco retail store with bright overhead lighting. A young woman with long black hair, wearing a white blouse under a black vest, stands before a refrigerated display case. She reaches for and opens a transparent glass door, exposing shelves filled with boxed food items. (2) A close-up shot focuses on her hands holding a blue and gold product package labeled 'My Humble House Wasabi Clams.' The packaging is detailed with images of the food and gold-lettered branding. (3) The scene transitions to an indoor home setting, likely a living room, with softer, warmer lighting. Two women sit at a table; the first woman is now accompanied by a second woman with bangs and a teal turtleneck. They hold the same product package toward the camera. (4) Multiple individual transparent plastic sachets of the product are shown spread out on a white marbled surface, revealing the contents of marinated clams and green edamame. (5) One of the women pours the contents of a sachet onto a blue ceramic plate. They then use wooden chopsticks to pick up the food, bringing it close to the camera to show texture, before tasting it. They interact with each other, gesturing with their hands while talking and smiling against a backdrop of a domestic interior with a TV and sofa."
1011,cocowine0205-20250311161505-851544001273017,cocowine0205,2025-03-11 16:15:05,38.97,851544001273017.0,1,0.6196375897785662,"(1) The video begins with a close-up of the black safety netting of a large trampoline in what appears to be a warehouse-style retail environment. A yellow ball rests on the black jumping surface inside. The Costco logo is superimposed at the top of the frame. (2) The camera pans upwards and sideways, revealing a basketball hoop attached to the interior frame of the trampoline. Price tags and product information cards are visible in the background, suspended from the ceiling. (3) A young woman with long dark hair, wearing a light-colored blouse and a black vest, enters the frame. She looks at the trampoline with a look of awe and gestures toward it with her hands while smiling. (4) The camera focuses on a close-up of the heavy-duty white zipper on the trampoline's safety net, with a hand briefly touching it to demonstrate its quality. (5) The scene shifts to the woman standing in a store aisle, surrounded by shelves stocked with various products. She talks directly to the camera with high facial expressiveness, including wide smiles and squinted eyes, conveying excitement and humor."
1012,cocowine0205-20250502023847-1602686607646194,cocowine0205,2025-05-02 02:38:47,64.04,1602686607646194.0,1,0.7709123537658158,"(1) A young woman with long dark hair, wearing a white shirt with ruffled lavender sleeves and a black vest, stands in a brightly lit warehouse store (Costco). She is positioned in front of a yellow shelf filled with children's books and toy boxes. (2) Close-up handheld shot of a pop-up book titled 'SEA ANIMALS SOUNDS'. A hand with red-painted nails opens the book, and a large blue 3D whale pops out from the pages. (3) The book pages are turned to show a colorful coral reef with several pop-up fish like clownfish and blue tangs against a vibrant blue background. (4) A large shark head with an open mouth and sharp white teeth pops out. A hand reaches in to touch the shark's snout while the camera zooms in slightly. (5) The scene transitions to a pop-up page featuring several large seabirds with wide wingspans flying over an ocean. The lighting is bright and uniform. (6) The camera returns to the female character who is holding the book and making an exaggerated facial expression with her mouth wide open, looking towards the camera. (7) A close-up of the back of the book shows a white plastic speaker unit and battery compartment with technical text printed on an orange cover. (8) The book is closed and shown in a stack on a retail display table with other educational toys. A person's hand is visible holding the side of the book."
1013,cocowine0205-20250325054400-903620289129021,cocowine0205,2025-03-25 05:44:00,86.43,903620289129021.0,1,0.8406156670334879,"(1) The video opens with a wide-angle shot of a Costco warehouse aisle, filmed from the perspective of a moving shopping cart. A pair of hands, presumably male, are visible gripping the blue handle of the cart. The background consists of tall, industrial metal shelving units stacked with various boxed inventory. The lighting is bright and even, characteristic of a large warehouse environment. A large red and white Costco logo is centered on the screen, accompanied by a cartoon avatar in the top left corner. (2) The scene transitions into a rapid montage of product showcases. Each phase focuses on a specific item, such as large packs of purple 'Mayflower' toilet paper, trays of 'US Choice' beef vacuum-sealed in plastic, and boxes of frozen fish fillets. The products are displayed in their original retail stacks or within glass-fronted freezer units. Hands occasionally reach into the frame to point at items. The environment remains consistent with bright, flat industrial lighting and blurred shoppers appearing intermittently in the background aisles. (3) The showcase continues through various categories, including snacks, beverages, and household goods. Objects like 'I-Mei' biscuit boxes, 'Quaker' oat drink bottles, and bright red 'Kirkland Signature' detergent jugs are presented in quick succession. Each frame is a straight cut, maintaining a centered framing on the product. The background always features the metal racking and concrete floors of the warehouse. Yellow and pink text overlays frequently populate the screen to display pricing and brand details without obscuring the central products."
1014,cocowine0205-20250705181616-1233496735598007,cocowine0205,2025-07-05 18:16:16,68.27,1233496735598007.0,1,0.4854233274202169,"(1) The video begins in a large warehouse retail setting, likely a Costco, characterized by tall industrial shelving stacked with bulk goods. A young woman with long black hair, wearing a white puffed-sleeve shirt under a black vest, stands in an aisle. She holds a large purple product box featuring taro coconut soup and gestures toward the camera with an expressive face and hand movements. The lighting is bright and typical of a commercial warehouse. (2) The camera transitions to high-granularity close-ups of the product packaging, which displays high-resolution images of a bowl of purple taro soup with oats. Details like the brand name 'Great Day' and 'Quaker' are visible. A shot of the store shelf shows a yellow price tag of 399. The camera work is handheld but stable, focusing on the text and ingredient illustrations. (3) The scene shifts to a well-lit indoor living room. Two women, including the one from the warehouse, sit at a table. The second woman has bangs and wears a teal turtleneck. They are shown tasting the product from small black bowls using plastic spoons. Their facial expressions are animated and joyful as they give thumbs up and point to the ingredients in the bowls. Plush toys and a sofa are visible in the background."
1015,cocowine0205-20250316193508-1261975086035075,cocowine0205,2025-03-16 19:35:08,34.41,1261975086035075.0,1,0.8942460809134111,"(1) The camera opens with a close-up of pink chrysanthemum bouquets in the flower section of a Costco store. A hand points towards the flowers. The lighting is bright and typical of a warehouse supermarket. (2) The focus shifts to specialized chrysanthemum bouquets featuring central flowers with white cartoon-style smiley faces or winking expressions. These are arranged in colorful pink, yellow, and white clusters. (3) The camera pans down to reveal other varieties of flowers including green lilies and bird of paradise. In the background, a shopping cart and the blurred figure of a shopper move through the aisle. (4) The shot pans across more colorful chrysanthemum bouquets in purple, blue, and white. The camera tilts slightly upward to show the price tag of 239 NTD above the display shelves. The composition is vibrant and busy with floral textures."
1016,cocowine0205-20250316211950-900940936267735,cocowine0205,2025-03-16 21:19:50,37.57,900940936267735.0,1,0.7719339555115231,"(1) A young woman with long dark hair, wearing a lavender long-sleeved top and a black sleeveless vest, stands in a large warehouse-style store. She holds a light blue rectangular pillow featuring embroidered illustrations of various dog breeds. The background shows rows of clothing on display and high industrial ceilings typical of a wholesale club. (2) She brings a second, pink rectangular pillow into the frame, which features embroidered cats. She holds both pillows, smiling and talking directly to the camera while shifting her weight slightly. (3) The camera moves to close-up shots of the pillows. A hand with a green ring points to specific embroidered details on the blue pillow, specifically a Schnauzer and a French Bulldog. The textures of the embroidery and the fabric of the pillow are clearly visible under bright, even indoor lighting. (4) The shot pans across the pink pillow, showing different cat breeds. The woman continues to hold the pillows, posing and showing them from different angles. Shoppers are visible walking in the blurred background aisle. (5) She points out more specific animals, like a Shiba Inu and a Dachshund on the blue pillow. The video concludes with her holding both pillows together, smiling playfully as she moves them slightly to the rhythm of her speech."
1017,cocowine0205-20250321205505-940529702251344,cocowine0205,2025-03-21 20:55:05,54.15,940529702251344.0,1,0.70623008698022,"(1) A woman with long dark hair and a blue beret stands in a Costco warehouse. She wears a white puffer vest over a blue top and holds a large green bag of snacks. Behind her are rows of shelving units stacked with similar pistachio snack bags. The lighting is bright and even. (2) The scene cuts to closer shots of the bag she is holding, emphasizing the Japanese packaging. Her facial expressions are animated and cheerful as she points to the price tag of 279 dollars displayed on the shelf. (3) The scene shifts to an indoor living room. The woman is now seated, holding the opened large bag. She reaches inside and pulls out a small, triangular individual packet. The background shows a wooden shelf filled with various plush toys and collectibles. (4) A close-up shot focuses on her hands as she opens the small packet and reveals a single green, coated nut. She holds it up to the camera to show its texture and size. (5) She puts the nut in her mouth and chews enthusiastically. Her eyes widen in a look of pleasant surprise. (6) She uses her fingers to break another nut apart, showing the interior pistachio. The video concludes with her gesturing excitedly towards the camera while holding the bag."
1018,cocowine0205-20250321234156-26722243004026406,cocowine0205,2025-03-21 23:41:56,62.98,2.672224300402641e+16,1,0.7153802415443784,"(1) A young woman with long black hair, wearing a ruffled lavender top and a black vest, stands in a brightly lit Costco warehouse. She is holding a Donald Duck plush toy that has a grumpy facial expression. In the background, shelves are stacked with pink plush bears and other merchandise. (2) She demonstrates the functionality of the plushie by pulling out a blue plastic hot water bottle from its back. Her hands are seen clearly as she unscrews the blue cap and puts the bottle back inside the plushie's clothing. The lighting is bright and industrial, typical of a retail warehouse. (3) The camera pans upward to reveal a price tag hanging from the ceiling, showing the brand 'DISNEY' and the price '$ 549'. The woman continues to handle the plushie in the foreground, showing its soft texture and the character's angry eyes and yellow beak. (4) The woman holds the plushie to her chest and faces the camera, smiling and speaking animatedly. She uses her hands to point at the plushie's features while maintaining eye contact with the viewer. The background remains the busy store aisle with various consumer goods on display."
1019,cocowine0205-20250319162505-2045214709674440,cocowine0205,2025-03-19 16:25:05,41.47,2045214709674440.0,1,0.5475243152636833,"(1) A young female presenter with long dark hair, wearing a white puffed-sleeve blouse and a black pinafore dress, stands in a brightly lit Costco warehouse aisle. She holds a plastic-wrapped two-pack of Kirkland Signature Salsa jars. The background features tall orange warehouse shelves stocked with glass jars. Yellow text overlays and the Costco logo are visible at the top. (2) She brings the salsa jars closer to the camera lens, gesturing with her hands while talking enthusiastically. Her facial expression is animated with a wide smile and expressive eyes. The jars are brown with dark lids. Colorful ""repurchase"" text bubbles in blue and pink float around her. (3) The camera switches to a close-up focus on the back of the salsa bottle. The woman's hands point to the printed ingredient list which is written in Traditional Chinese characters. The background remains the blurry warehouse setting. White subtitles appear at the bottom of the frame to transcribe her speech. (4) The perspective returns to a medium shot of the woman holding the salsa. She continues to explain the product's uses, like pairing it with pizza. The lighting is consistent, highlighting the texture of her clothing and the glossy surface of the jars. More ""good to eat"" graphics appear. (5) The final phase shows the woman pointing towards the price tag on the orange shelf rack. The tag displays the number 389 in large black digits. She maintains a high-energy posture, nodding at the camera to reinforce her recommendation. Large yellow captions emphasize the cost-effectiveness of the product."
1020,cocowine0205-20250324020631-925587347004683,cocowine0205,2025-03-24 02:06:31,88.19,925587347004683.0,1,0.9430119098548182,"(1) The video opens with a shot of the Costco Wholesale entrance. A man with short black hair, wearing a vibrant green t-shirt and blue denim jeans, is seen from behind walking into the warehouse. Bright industrial overhead lighting illuminates the spacious concrete floor and large metal signage hanging from the ceiling. (2) A rapid sequence of product shots follows, each showcasing high-volume stacks of consumer goods on pallet racks or metal shelving. Each frame features a prominent yellow price tag overlay. Products include boxes of diapers and stacked chicken meat packages in a refrigerated section. (3) The camera pans over various food items including packages of beef, seafood such as shrimp and small squids, and crates of fruits like peaches. The background remains the consistent warehouse environment with other shoppers appearing as blurred figures in the distance. (4) The montage continues with non-perishable goods like large boxes of snacks, crackers, vitamins, and laundry detergent. The framing is mostly medium close-ups on the product labels to ensure clarity of the brand names and packaging details. (5) The final sequence highlights household items such as blankets, cooking oil, and bottled teas. The visual rhythm remains high-paced with straight cuts between different aisles. The video concludes with shots of bulk-packaged coffee and instant noodles on standard Costco metal warehouse shelving."
1021,cocowine0205-20250806213005-880113481523077,cocowine0205,2025-08-06 21:30:05,59.07,880113481523077.0,1,0.8427067238891651,"(1) A young woman with long black hair, wearing a light grey long-sleeved shirt and a black sleeveless vest, stands in a brightly lit indoor room. She holds a large yellow plastic bottle of Arm & Hammer detergent. Behind her, wooden shelves are filled with various plush toys and household items. (2) The scene cuts to a white Whirlpool front-loading washing machine located on a balcony. The yellow detergent bottle is placed horizontally on top. A hand pulls open the detergent drawer and presses the red button on the bottle nozzle, dispensing blue liquid. (3) The camera focuses on the bottle sitting on a wooden shelf in an indoor setting. A transparent measuring cup is held underneath the nozzle. A hand presses the red button, and blue liquid detergent flows into the cup. (4) The viewpoint shifts back to the laundry area on the balcony with window blinds in the background. A hand pours the blue detergent from the cup into the washing machine's detergent tray. (5) The woman points to the residue inside the measuring cup and then tosses the entire transparent cup into the open drum of the washing machine. She smiles and gestures before closing the circular glass door of the machine."
1022,cocowine0205-20250326144503-3965123943786248,cocowine0205,2025-03-26 14:45:03,56.15,3965123943786248.0,1,0.683132201398899,"(1) The video opens in a brightly lit Costco warehouse. A young woman wearing a teal turtleneck, white puffer vest, and a dark beret stands prominently in front of a stack of Samsonite boxes. She gestures enthusiastically towards the products while smiling widely, her eyes bright and mouth open. Large red and white text overlays appear at the top. (2) The camera remains handheld as she points upwards and then back to the suitcase set on display. She continues to speak with high energy, her hands moving frequently to emphasize her points. The background shows rows of warehouse shelves, yellow boxes of Slazenger, and distant shoppers moving through the aisles. (3) A second woman wearing a black vest over a pink blouse enters the frame on the right. They both look at a blue penguin-themed suitcase set. The main woman demonstrates the telescopic handle and points to the accompanying small bags, which are also penguin-themed. (4) The main character opens the zipper of the blue penguin suitcase to reveal the grey interior lining. She points her finger at specific animal patterns, specifically a koala face, on the fabric. The second woman leans in to watch. (5) The woman closes the suitcase and pulls it along the floor to show its maneuverability. She looks back at the camera with an inviting expression, still gesturing with her hands as she delivers her final remarks in the same warehouse setting."
1023,cocowine0205-20250723063700-865095349896206,cocowine0205,2025-07-23 06:37:00,41.2,865095349896206.0,1,0.6392475360659446,"(1) The video opens in a brightly lit Costco warehouse. A young woman wearing a black beret and a white puffer vest stands in front of a shelf filled with Disney and Marvel themed blanket sets. She smiles broadly at the camera, gesturing with her hands while a large Costco logo is overlaid at the top of the frame. (2) The camera moves closer to the merchandise on the shelf, focusing on Winnie the Pooh, Spiderman, and Stitch pillow/blanket sets. The woman points to each character, her facial expressions showing high excitement. The lighting is uniform and bright throughout the store aisle. (3) The woman picks up a Winnie the Pooh set, holding the plush pillow close to the lens. She turns it over to show the packaging details and the 'Nogginz' brand label. Her movements are quick and energetic. (4) She demonstrates the size of the blanket by pulling part of it out, then points upwards towards a price sign hanging from the shelf above. Various other products and the industrial ceiling of the warehouse are visible in the background. (5) The woman holds the Pooh pillow against her cheek, making a cute face. She gives a thumbs-up to the camera as the video concludes, surrounded by the colorful product displays."
1024,cocowine0205-20250324010506-1364771602000945,cocowine0205,2025-03-24 01:05:06,61.49,1364771602000945.0,1,0.6356819547343968,"(1) The scene opens in a brightly lit warehouse supermarket, which is identified as Costco. A young woman with long dark hair, wearing a white puffed-sleeve shirt under a black vest, holds a large, vacuum-sealed package of raw beef. She examines it closely, looking down at the labels while talking to the camera. In the blurred background, several shopping carts and other customers can be seen moving through the aisles. (2) A sharp cut leads to a tight close-up of the vacuum-packed meat package held by the woman. The label is visible with Chinese characters and the price ""1300元"" clearly highlighted with a yellow border. The red meat has visible marbling through the plastic wrap. The woman's fingers are seen gripping the bottom of the package as she presents it for the viewer to see. (3) The shot changes to the refrigerated meat shelves inside the store. The metal wire racks are mostly empty, suggesting high demand or low stock. A white price card displays ""$399/KG"" for Australian beef. The camera pans slightly to show more empty space in the cooler. The overhead fluorescent lighting creates a sterile and bright environment typical of a large-scale retail warehouse. (4) The video transitions to an indoor kitchen setting with a warm yet bright atmosphere. A person wearing black protective gloves is seen from a top-down perspective, using a sharp silver knife to meticulously trim white connective tissue and excess fat from a large slab of raw red beef. The meat is placed on a thick wooden cutting board, with stainless steel bowls visible in the background. (5) A close-up shot focuses on the person holding a freshly sliced piece of steak. The marbling and texture of the beef are displayed in detail. The silver blade of a knife with the engraved brand logo ""旬"" is shown resting on the cutting board. The background shows a modern kitchen counter with an induction cooktop, emphasizing a clean and functional cooking environment for food preparation."
1025,cocowine0205-20250723023011-1248937070717147,cocowine0205,2025-07-23 02:30:11,23.97,1248937070717147.0,1,0.5576456961766132,"(1) A woman with long black hair, wearing a white turtleneck sweater and a black vest, stands in a brightly lit warehouse-style retail environment. She holds a transparent plastic container filled with small, green, grape-sized fruits. A large 'COSTCO WHOLESALE' logo is overlaid at the top of the frame. (2) The camera remains relatively static as the woman gestures towards the fruit container. She holds it up closer to the lens, showing the green fruits inside. In the background, other shoppers move through the aisles between large industrial shelves. (3) The scene cuts to a woman wearing a blue beret and a white puffer vest holding the same fruit container in a different part of the warehouse, near refrigerated milk shelves. She smiles and points at the container. (4) The camera zooms in slightly on the product label which reads 'MUNCH'N'. The woman continues to hold the container and gestures with her hands while looking towards an off-camera person."
1026,cocowine0205-20250324222504-848329347787078,cocowine0205,2025-03-24 22:25:04,36.6,848329347787078.0,1,0.5996429048238138,"(1) The video begins in a Costco warehouse setting with a prominent Costco logo overlay. A young woman with long dark hair, wearing a white blouse and black vest, stands next to a wooden Cornhole board branded with 'EastPoint'. She holds a small pink bean bag and prepares to toss it. The lighting is bright and industrial, characteristic of a large retail store. (2) The woman tosses the bean bag onto the wooden board; the camera pans to follow the movement as the bag slides toward the hole. In the background, aisles of merchandise and other shoppers are visible, including a person pushing a cart. (3) The woman looks directly at the camera with a surprised and excited expression, her mouth open and eyes wide. She gestures toward the game board as text overlays and colorful variety graphics appear around her. (4) The camera switches to a medium shot showing the woman talking and gesturing with her hands while standing near the product display. She touches her face and smiles frequently. (5) A close-up shot focuses on the price tag ($2,799) and the woman's interaction with the game, followed by a wide shot of her standing in the aisle talking to the person filming. (6) The video concludes with the woman pointing and smiling at the camera as a large 'of course' graphic appears, while background shoppers continue to move through the brightly lit warehouse space."
1027,cocowine0205-20250330205508-912091318220237,cocowine0205,2025-03-30 20:55:08,88.24,912091318220237.0,1,0.8094491091137835,"(1) The video opens with a bright title screen showing the Costco logo and a cartoon character on the left side of the frame. The background is a wide-angle shot of a Costco warehouse interior with high industrial ceilings and rows of stacked goods. (2) A fast-paced montage begins, showing various products stacked on warehouse shelves or displayed in refrigerated cases. Each phase features a specific item, such as Mayflower kitchen towels, Disney-themed pillows, and vacuum-packed American beef. Bright yellow and red text overlays appear in the center of the frame, showing original and discounted prices. (3) The sequence continues through numerous aisles, displaying various snacks, beverages, and household goods like egg rolls, popcorn, wine, and yogurt. The camera is generally stable but occasionally makes quick cuts between different product displays. (4) The final segment highlights personal care and household items, including Sanrio plush toys and sanitary pads, before ending with a shot of a makeup remover kit on a shelf in the warehouse environment."
1028,cocowine0205-20250712161555-1094591899497286,cocowine0205,2025-07-12 16:15:55,42.68,1094591899497286.0,1,0.6085512318157891,"(1) The video opens with a medium shot of a young woman standing in a warehouse store, likely Costco. She wears a patterned black and white bucket hat and a white lace blouse, smiling broadly while holding a pink rectangular box of cake. Behind her are high stacks of boxes and signs for 'Kuzefuku Shoten'. The lighting is bright and industrial warehouse lighting. (2) The camera pans across stacks of the pink boxes, identified as strawberry honey cake. A finger points to a price tag showing 329 NTD. The background remains the bustling warehouse environment with white shelving units and various food products packed in bulk, creating a typical retail atmosphere. (3) The woman is back on screen, gesturing excitedly towards the product. Her facial expressions and hand movements show high enthusiasm. She points to the text overlays that explain the limited-time nature of the product. The environment is filled with large pallets of goods under bright studio-like store lights. (4) The scene shifts to an indoor home setting, likely a living room. Close-up shots show hands carefully opening the white and pink cardboard packaging on a marble-textured table. A glass of green matcha latte sits on the table nearby, providing a cozy domestic context for the product unboxing experience. (5) A final close-up features the sliced honey cake inside its box. A whimsical bulldog-shaped ceramic figure is moved in front of the camera as if it is eating the cake. The woman’s hands are seen holding the figure against the backdrop of the open cake box on a light-colored surface."
1029,cocowine0205-20250328142504-1785751072382772,cocowine0205,2025-03-28 14:25:04,52.15,1785751072382772.0,1,0.5757368114587144,"(1) A young woman with long dark hair, wearing a fuzzy grey cardigan over a black top and a heart-shaped necklace, stands inside a bright retail warehouse. She speaks directly to the camera with an animated expression. Behind her are high metal shelves stocked with various boxed items and a large purple aisle sign numbered 31. (2) The camera pans right to show a large refrigerated display table filled with dozens of clear plastic containers of muffins. Each container contains six large muffins. Yellow and white price labels are visible on the edge of the display. The woman points toward the muffins while continuing to speak. (3) The woman picks up a container of chocolate chip muffins, holding it close to the camera to show the details of the baked goods. Her hands grip the plastic edges as she moves the box slightly to highlight different angles. The background shows other shoppers and stacks of bakery items under bright, flat industrial lighting. (4) Several close-up shots follow, focusing on different varieties of muffins including blueberry, coffee walnut with visible nut pieces on top, and banana walnut. The camera moves in a rhythmic, quick-cutting fashion to showcase the textures and flavors. (5) The woman is seen again, now holding the handle of a red shopping cart. She gives a enthusiastic thumbs-up gesture and points at the camera, her facial expressions conveying excitement. The setting remains the busy interior of the warehouse store with distant shoppers blurred in the background."
1030,cocowine0205-20250412170507-2104391047025686,cocowine0205,2025-04-12 17:05:07,50.72,2104391047025686.0,1,0.8324263476650502,"(1) A hand reaches into a pink, cubical dispenser at a cosmetics counter, pulling out a large cluster of sample sachets. The background shows a modern retail environment with brand names visible on counters and signs. (2) Two young women stand in front of a decorative cherry blossom tree inside a department store. One wears a zebra-print bucket hat and a grey sheer top, while the other is in a black top. They hold black shopping bags and gesture excitedly toward the camera. (3) A promotional graphic appears with white background and text in Traditional Chinese, displaying cosmetic bottles and the details of a Mother's Day event. (4) Back at the cosmetics counter, the woman in the hat demonstrates a 'backhand' technique to grab samples. A staff member in a black uniform assists by holding a bag open. The lighting is bright and even. (5) The woman in the hat retrieves an exceptionally large handful of samples, causing her hand to overflow. She looks shocked and thrilled. (6) The scene shifts to a domestic indoor setting where hundreds of sample sachets are neatly laid out in rows on a table. The woman sits behind them, presenting small product bottles to the lens while smiling."
1031,cocowine0205-20250401035137-2015997029025395,cocowine0205,2025-04-01 03:51:37,31.44,2015997029025395.2,1,0.8467766874046243,"(1) Two females are standing in front of a colorful 'Casetify Studio' retail store. One woman on the left wears a beige beret and a light grey fluffy jacket, while the other on the right has long dark hair and wears a black dress with a white ruffled collar. They wave and gesture excitedly at the camera amidst a wall of phone cases. (2) The scene shifts to an indoor home setting where the woman in the beret, now wearing a bright yellow sweater, holds a phone with a cartoon-themed case to her ear, smiling brightly. The second woman is then shown holding a different decorative phone case with a similar joyful expression. (3) A close-up shot features three small plush toys shaped like cartoon characters on a table, decorated with bows. The two women's hands appear in the frame, making excited fist gestures around the toys. (4) The women sit at a table in front of a laptop that has stickers matching the cartoon theme on its lid. They point at the screen and then towards the camera, maintaining high energy and smiles. (5) The duo holds up two specific phone cases featuring unique card-holder attachments on the back—one gold-colored and one resembling a certificate. The camera zooms in to show the details of the accessories. (6) A montage sequence displays various collaborative products including iPad cases, multiple phone case designs with colorful graphics, and small accessory pouches laid out on a table under bright indoor lighting."
1032,cocowine0205-20250401180504-1251618960509935,cocowine0205,2025-04-01 18:05:04,27.91,1251618960509935.0,1,0.972801309893078,"(1) A young woman with long dark hair, wearing a pink beret and a light blue striped shirt, stands in front of a colorful poster featuring anime characters from Ojamajo Doremi. She holds up a long, white paper receipt with an excited facial expression. The lighting is bright and uniform. (2) The woman is now wearing a white ruffled apron decorated with character patches on the front pockets. She smiles and points to the apron's details while standing in a living room with a brown leather sofa and wooden flooring. (3) She puts on pink oven mitts designed with magic circles and pulls a white bowl out of a white built-in oven. She looks directly at the camera with wide eyes and a joyous smile. (4) A close-up shot focuses on her feet wearing green plush slippers shaped like the character Majorika. She shifts her feet slightly on the wooden floor to show the slippers' texture. (5) Back in the living room, she holds up two large, character-shaped mesh laundry bags. She has added large heart-shaped earrings to her outfit and wears a black vest over her shirt. (6) She brings a pink drawstring bag close to the lens, opening it with her hands to reveal the soft pink inner lining. The bag features various magic-themed icons and a plastic circular emblem on the front. (7) She holds two square character coasters in their plastic packaging near her face. She smiles and speaks enthusiastically as the video ends. The camera remains mostly static throughout the cuts."
1033,cocowine0205-20250803144311-1291548276165495,cocowine0205,2025-08-03 14:43:11,61.21,1291548276165495.0,1,0.8515497897365736,"(1) A young woman wearing a black beret and a white top stands in a modern living room/kitchen setting. She holds a large blue Kirkland Signature bag of frozen shrimp, smiling broadly and gesturing toward it. The background is brightly lit with warm indoor lights. (2) The scene shifts to a close-up of a glass bowl containing raw, peeled shrimp. A hand pours white rum from a Bacardi bottle over the shrimp. The counter is white and clean. (3) The camera focuses on a tall, stainless steel electric pepper grinder as it grinds black peppercorns directly onto the shrimp in the bowl. (4) An overhead shot shows olive oil being poured from a white dispenser into a grey stone-textured frying pan on a gas stove. (5) Minced garlic is added to the heated oil in the pan, and the pan is tilted to distribute the garlic. (6) The shrimp are placed individually into the hot pan using silver metal tongs. Sizzling oil is visible around the garlic and shrimp. (7) A square pat of yellow butter is added to the center of the pan on top of the cooking shrimp. (8) As the shrimp turn pink and opaque, the electric grinder is used again to season them with more pepper. (9) A hand sprinkles white salt over the pan. (10) The cook tosses the pan, showing the shrimp coated in a glossy garlic-butter sauce, nearly finished."
1034,cocowine0205-20251208223742-919260051084197,cocowine0205,2025-12-08 22:37:42,88.19,919260051084197.0,1,0.8675657469533513,"(1) The video opens with a large Costco Wholesale logo at the top center. Below it, a cartoon male character with a shocked facial expression and brown hair is positioned on the left. The main text in the center is colorful and stylized, announcing a weekly sale. The background shows the high-ceiling interior of a warehouse-style store with shoppers visible as blurred figures. (2) The scene cuts to a high-density display of purple Kleenex tissue packaging. The camera is steady, focusing on the large stacks. Yellow and white text boxes appear over the center of the frame, showing price reductions. (3) A cut to the meat section shows multiple plastic trays filled with raw, red marbled beef slices. The lighting is bright and even, highlighting the texture of the meat. Price information overlays the center. (4) The visuals shift to rows of yellow Fernleaf milk powder cans stacked on industrial shelves. The packaging is bright yellow with green accents. (5) Subsequent rapid cuts feature a wide variety of grocery and household items: Viva mixed nuts in green boxes, dried shredded squid in red and blue bags, and large boxes of Oreo Party Mix. (6) The sequence continues through snack items including Kenji cheese crackers, Serena egg rolls, cereal bars, and Kid-O sandwich crackers. Each transition is a straight cut to a new product display within the warehouse. (7) Further products include mini Oreo packs, Pretz tomato sticks, Ovaltine snacks, and Combos stuffed snacks. The background consistently features the warehouse's metal racking and fluorescent lighting. (8) The video then showcases non-food items like character-themed pillows and blankets, followed by wine bottles, beer packs, red grapes, and mango sago drinks. Each shot is centered on the product labels. (9) The final segment displays frozen foods such as tilapia fillets, duck casserole, and soup dumplings, along with health products like fish oil and propolis candy. The camera maintains a consistent eye-level perspective throughout the montage."
1035,cocowine0205-20250606071544-809132625547160,cocowine0205,2025-06-06 07:15:44,63.9,809132625547160.0,1,0.6771569448898742,"(1) A woman with a black beret and white sweater stands in a modern, well-lit indoor living space. She holds a white Labubu plush toy with a red Coca-Cola accessory and speaks enthusiastically. (2) A hand reaches into a bright refrigerator and pulls out a red blind box labeled 'The Monsters'. The camera follows the hand's motion. (3) Two women are now seated at a marble kitchen counter with three identical red boxes. They use their hands to tear open the packaging simultaneously. (4) Close-up shots show the women removing plush toys from plastic shells. They reveal white fluffy monsters holding miniature Coca-Cola bottles and cans. Large yellow and blue captions appear on screen. (5) One woman looks surprised and slightly disappointed while comparing two identical plushies. They hold multiple toys up to the camera, showcasing the 'hidden' version versus the standard ones. (6) A close-up shows a grey-furred plush toy with a Coca-Cola can attached. The women continue to smile and pose with their collection in the final scene."
